Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296797,R5843,Extra Care,1432.44,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296548,R5843,Extra Care,882.30,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296535,R5843,Extra Care,698.92,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296531,R5843,Extra Care,1598.52,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296477,R5843,Extra Care,788.88,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296335,R5843,Extra Care,2141.74,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296324,R5843,Extra Care,584.74,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296313,R5843,Extra Care,1155.64,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296309,R5843,Extra Care,1051.84,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296305,R5843,Extra Care,636.64,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296299,R5843,Extra Care,612.42,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296298,R5843,Extra Care,868.46,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296295,R5843,Extra Care,1439.36,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296798,R5843,Extra Care,1432.44,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296536,R5843,Extra Care,823.48,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296522,R5843,Extra Care,1273.28,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296517,R5843,Extra Care,2069.08,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296475,R5843,Extra Care,1903.00,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296344,R5843,Extra Care,1259.44,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296326,R5843,Extra Care,1501.64,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296321,R5843,Extra Care,844.24,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296817,R5843,Extra Care,1314.80,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296816,R5843,Extra Care,1930.68,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296810,R5843,Extra Care,508.62,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296805,R5843,Extra Care,719.68,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296803,R5843,Extra Care,1716.16,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296802,R5843,Extra Care,958.42,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51296801,R5843,Extra Care,629.72,26/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51303442,R5843,Extra Care,1550.08,27/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51303435,R5843,Extra Care,1799.20,27/10/2017,People Group,,,,,,
220554,Understanding Care (Warwickshire) Ltd t/a Home Instead Senior Care,51303444,R5843,Extra Care,726.60,27/10/2017,People Group,,,,,,
231334,Uniflare Ltd,51287826,R2023,Mechanical (LM),800.00,13/10/2017,Resources,,,,,,
206434,United Response,51285102,R5851,Supported Living,6720.84,04/10/2017,People Group,,,,,,
233314,Univent Systems Services Ltd (****4752),51291785,C1030,"New Construction, Conversion & Renovation",5000.00,12/10/2017,Capital,,,,,,
233314,Univent Systems Services Ltd (****4752),51291763,C1030,"New Construction, Conversion & Renovation",1257.00,25/10/2017,Capital,,,,,,
206436,Universal Care Services (UK) Ltd,51288673,R5805,Homecare - External Domiciliary,875.56,27/10/2017,People Group,,,,,,
220192,University of Derby Corporate,51268248,R5702,Payments to External Contractors,30650.00,05/10/2017,Communities,,,,,,
224776,University of Sheffield,51290088,R1601,Training,2330.00,18/10/2017,Communities,,,,,,
206445,University of Warwick General (****0509) OR Warwick University Enterprise Ltd,51287924,R4442,For use by schools only - Professional Fees Curriculum,500.00,10/10/2017,Schools,,,,,,
209302,University Of Warwick Science Park Ltd,51278922,R5702,Payments to External Contractors,2026.74,05/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51293425,R5702,Payments to External Contractors,-48670.99,12/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51273254,R5702,Payments to External Contractors,48670.99,12/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51293607,R5702,Payments to External Contractors,-55193.33,13/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51273245,R5702,Payments to External Contractors,55193.33,13/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51293622,R5702,Payments to External Contractors,48670.99,20/10/2017,Communities,,,,,,
209302,University Of Warwick Science Park Ltd,51293615,R5702,Payments to External Contractors,55193.33,20/10/2017,Communities,,,,,,
206472,Vaisala Ltd,51289342,R1601,Training,3150.00,27/10/2017,Communities,,,,,,
211808,Values Academy Ltd,51274051,R6107,SEN Statements Funding,10036.25,06/10/2017,Communities,,,,,,
211808,Values Academy Ltd,51275786,R6107,SEN Statements Funding,3504.00,11/10/2017,Communities,,,,,,
211808,Values Academy Ltd,51275766,R6107,SEN Statements Funding,10116.00,11/10/2017,Communities,,,,,,
209970,Vantage Technologies Ltd,51291302,R4512,Software,4411.00,18/10/2017,People Group,,,,,,
227894,Vectos (Microsim) Ltd,51292557,R4409,Consultancy,6673.25,10/10/2017,Communities,,,,,,
227894,Vectos (Microsim) Ltd,51292557,R4409,Consultancy,10609.00,10/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51281908,R5702,Payments to External Contractors,4493.33,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51270365,R5702,Payments to External Contractors,-2561.63,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51270365,R5841,Landfill Tax Payments,-17421.49,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51270366,R5702,Payments to External Contractors,-1935.98,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51270366,R5841,Landfill Tax Payments,-13166.39,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287692,R5702,Payments to External Contractors,727.40,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287692,R5841,Landfill Tax Payments,4825.04,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287723,R5702,Payments to External Contractors,964.42,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287696,R5841,Landfill Tax Payments,2257.53,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287723,R5841,Landfill Tax Payments,6559.10,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287724,R5702,Payments to External Contractors,1641.97,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287724,R5841,Landfill Tax Payments,10891.64,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287732,R5702,Payments to External Contractors,695.22,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287732,R5841,Landfill Tax Payments,4611.52,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287741,R5702,Payments to External Contractors,1317.21,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287741,R5841,Landfill Tax Payments,8737.44,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287743,R5702,Payments to External Contractors,519.56,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287743,R5841,Landfill Tax Payments,3533.56,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287744,R5841,Landfill Tax Payments,1394.82,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287747,R5702,Payments to External Contractors,1306.26,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51287747,R5841,Landfill Tax Payments,8883.79,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51288039,R5702,Payments to External Contractors,912.04,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51288039,R5841,Landfill Tax Payments,6202.63,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51288041,R5841,Landfill Tax Payments,1119.30,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51288044,R5702,Payments to External Contractors,940.38,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51288044,R5841,Landfill Tax Payments,6395.50,11/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292396,R5841,Landfill Tax Payments,2068.12,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291628,R5841,Landfill Tax Payments,12162.48,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291628,R5702,Payments to External Contractors,1788.34,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291626,R5841,Landfill Tax Payments,2987.67,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292438,R5841,Landfill Tax Payments,2049.18,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292434,R5841,Landfill Tax Payments,7442.47,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291635,R5702,Payments to External Contractors,811.24,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291634,R5841,Landfill Tax Payments,2124.95,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291631,R5841,Landfill Tax Payments,10821.04,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291631,R5702,Payments to External Contractors,1631.33,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292434,R5702,Payments to External Contractors,1094.34,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291635,R5841,Landfill Tax Payments,5517.29,12/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292391,R5841,Landfill Tax Payments,13534.91,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292391,R5702,Payments to External Contractors,2040.47,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292184,R5841,Landfill Tax Payments,10747.00,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292184,R5702,Payments to External Contractors,1620.17,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291629,R5841,Landfill Tax Payments,7561.30,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291629,R5702,Payments to External Contractors,1139.90,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291623,R5841,Landfill Tax Payments,9961.79,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291623,R5702,Payments to External Contractors,1464.77,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291621,R5702,Payments to External Contractors,648.70,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291621,R5841,Landfill Tax Payments,4411.78,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291622,R5841,Landfill Tax Payments,3752.24,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291622,R5702,Payments to External Contractors,565.67,19/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292440,R5841,Landfill Tax Payments,1935.53,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292437,R5841,Landfill Tax Payments,9598.42,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51292437,R5702,Payments to External Contractors,1447.02,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291633,R5841,Landfill Tax Payments,10895.09,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291633,R5702,Payments to External Contractors,1601.99,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291625,R5841,Landfill Tax Payments,3805.61,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51291625,R5702,Payments to External Contractors,559.58,26/10/2017,Communities,,,,,,
206487,Veolia Enviromental Services UK Ltd,51290968,R5702,Payments to External Contractors,2493.35,27/10/2017,Communities,,,,,,
225017,Verisec Ltd,51286074,R1601,Training,4000.00,25/10/2017,Resources,,,,,,
204723,Version 1 Solutions Ltd,51285788,R4409,Consultancy,990.00,26/10/2017,Resources,,,,,,
233495,Viners Capital Properties - Metrus Ltd,51287839,R2201,Rents & Lettings,3542.64,09/10/2017,Resources,,,,,,
233495,Viners Capital Properties - Metrus Ltd,51287822,R2201,Rents & Lettings,4184.77,09/10/2017,Resources,,,,,,
206508,Virgin Media Business (****2466),51281523,R4513,Telephones & Broadband,4983.77,05/10/2017,Resources,,,,,,
227756,Virtual Class Ltd T/A Third Space Learning,51279547,R4442,For use by schools only - Professional Fees Curriculum,894.00,13/10/2017,Schools,,,,,,
,Vista Del Mar Child An,84744,,,"1,902.69 ",18/10/2017,People Group,,,,,,
206524,Vodafone Ltd (Corporate) (****4098),51273340,R4513,Telephones & Broadband,681.05,05/10/2017,Communities,,,,,,
206524,Vodafone Ltd (Corporate) (****4098),51282310,R4513,Telephones & Broadband,720.00,13/10/2017,Resources,,,,,,
206522,Vodafone Ltd (Data Solutions) (****4598),51284089,R4513,Telephones & Broadband,795.50,06/10/2017,Communities,,,,,,
206531,Volkswagen Group UK Ltd (**4020),51289331,R4030,Materials,778.22,25/10/2017,Communities,,,,,,
206533,Voluntary Action Stratford On Avon District,51296867,R3205,Client Travel - Taxis,2121.14,18/10/2017,Communities,,,,,,
216565,Voyage Care Ltd,51280234,R5851,Supported Living,3775.20,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280233,R5851,Supported Living,560.28,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279198,R5851,Supported Living,1835.60,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279197,R5851,Supported Living,1190.64,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279194,R5851,Supported Living,4800.80,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279193,R5851,Supported Living,4066.56,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279191,R5851,Supported Living,532.56,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51284205,R5851,Supported Living,2993.44,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51284199,R5851,Supported Living,4181.76,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51284184,R5851,Supported Living,2032.80,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51285204,R5851,Supported Living,2962.08,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279196,R5851,Supported Living,521.16,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51279195,R5851,Supported Living,3659.04,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51285156,R5851,Supported Living,3484.80,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280501,R5851,Supported Living,1327.28,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280261,R5851,Supported Living,5930.40,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280259,R5851,Supported Living,6098.40,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280258,R5851,Supported Living,1597.68,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280257,R5851,Supported Living,667.92,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280255,R5851,Supported Living,1597.68,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280246,R5851,Supported Living,914.76,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280245,R5851,Supported Living,6098.40,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280244,R5851,Supported Living,1597.68,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280242,R5851,Supported Living,1539.12,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280241,R5851,Supported Living,3717.12,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280239,R5851,Supported Living,4704.48,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280238,R5851,Supported Living,6098.40,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280237,R5851,Supported Living,3213.76,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280236,R5851,Supported Living,914.76,04/10/2017,People Group,,,,,,
216565,Voyage Care Ltd,51280235,R5851,Supported Living,3247.60,04/10/2017,People Group,,,,,,
