,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,205891,Studley High School Academy,51056641,R6107,SEN Statements Funding - Non-Maintained Schools,1013.00,20/07/2016,Communities,
INSERTED DETAIL,225935,Studley St Mary's C. E. Academy,51056611,R6107,SEN Statements Funding - Non-Maintained Schools,920.00,20/07/2016,Communities,
INSERTED DETAIL,205899,Sue Smith - Butterflies Childminding Service,51041808,R6106,Private Providers - Early Years Funding,1002.37,04/07/2016,Communities,
INSERTED DETAIL,207708,SUEZ Recycling and Recovery UK Ltd (SITA ****1388),51053375,R2754,Waste Management,10342.11,21/07/2016,Communities,
INSERTED DETAIL,207708,SUEZ Recycling and Recovery UK Ltd (SITA ****1388),51049127,R2754,Waste Management,3122.44,21/07/2016,Communities,
INSERTED DETAIL,205904,Sunbeam Fostering Agency Ltd,51055854,R5822,Foster Care Payments - External,3252.86,28/07/2016,People Group,
INSERTED DETAIL,205904,Sunbeam Fostering Agency Ltd,51055845,R5822,Foster Care Payments - External,3361.29,28/07/2016,People Group,
INSERTED DETAIL,201090,Sundial C.S.R. Ltd t/a Carewatch (South Midlands),51047756,R5805,Homecare - External Domiciliary (Adults),709.92,01/07/2016,People Group,
INSERTED DETAIL,201090,Sundial C.S.R. Ltd t/a Carewatch (South Midlands),51047757,R5805,Homecare - External Domiciliary (Adults),709.92,01/07/2016,People Group,
INSERTED DETAIL,201090,Sundial C.S.R. Ltd t/a Carewatch (South Midlands),51052131,R5805,Homecare - External Domiciliary (Adults),699.48,11/07/2016,People Group,
INSERTED DETAIL,201090,Sundial C.S.R. Ltd t/a Carewatch (South Midlands),51054438,R5805,Homecare - External Domiciliary (Adults),729.22,14/07/2016,People Group,
INSERTED DETAIL,201090,Sundial C.S.R. Ltd t/a Carewatch (South Midlands),51055558,R5805,Homecare - External Domiciliary (Adults),635.36,19/07/2016,People Group,
INSERTED DETAIL,205906,Sunflowers Pre School & Out of School Club,51041799,R6106,Private Providers - Early Years Funding,1782.00,04/07/2016,Communities,
INSERTED DETAIL,205913,Supplies Team,51040864,R4505,ICT Supplies / Consumables,781.00,07/07/2016,Resources,
INSERTED DETAIL,202717,Support Warehouse Ltd,51042813,R4503,Hardware,577.00,20/07/2016,Resources,
INSERTED DETAIL,202717,Support Warehouse Ltd,51046533,R4503,Hardware,2817.00,27/07/2016,Resources,
INSERTED DETAIL,205917,Surestars Day Nursery Ltd,51041818,R6106,Private Providers - Early Years Funding,21718.12,04/07/2016,Communities,
INSERTED DETAIL,216031,Sutcliffe Play South West,51037502,R2753,Grounds Maintenance Materials & Equipment,1378.49,08/07/2016,Communities,
INSERTED DETAIL,225160,SWAAY Child and Adolescent Services Ltd,51039891,R5806,Residential Care (Adults),18589.80,07/07/2016,People Group,
INSERTED DETAIL,205942,Swalcliffe Park School Trust,51014566,R6107,SEN Statements Funding - Non-Maintained Schools,-2733.33,04/07/2016,Communities,
INSERTED DETAIL,205942,Swalcliffe Park School Trust,51014569,R6107,SEN Statements Funding - Non-Maintained Schools,-2733.33,04/07/2016,Communities,
INSERTED DETAIL,205942,Swalcliffe Park School Trust,51042760,R6107,SEN Statements Funding - Non-Maintained Schools,12500.00,04/07/2016,Communities,
INSERTED DETAIL,228435,Sweet Marketing Ltd,51037549,R4311,Publicity,943.60,08/07/2016,Communities,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032875,R5822,Foster Care Payments - External,693.49,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51035790,R5822,Foster Care Payments - External,800.03,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51035776,R5822,Foster Care Payments - External,800.03,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032880,R5822,Foster Care Payments - External,693.49,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032872,R5822,Foster Care Payments - External,693.49,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032871,R5822,Foster Care Payments - External,867.02,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032869,R5822,Foster Care Payments - External,693.49,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51032867,R5822,Foster Care Payments - External,867.02,01/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51035628,R5822,Foster Care Payments - External,693.49,07/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51035651,R5822,Foster Care Payments - External,693.49,07/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51040293,R5822,Foster Care Payments - External,800.03,08/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51036957,R5822,Foster Care Payments - External,693.49,08/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51036947,R5822,Foster Care Payments - External,867.02,08/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51045151,R5822,Foster Care Payments - External,693.49,22/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51045144,R5822,Foster Care Payments - External,693.49,22/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51045155,R5822,Foster Care Payments - External,867.02,22/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51045141,R5822,Foster Care Payments - External,867.02,22/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51047666,R5822,Foster Care Payments - External,867.02,29/07/2016,People Group,
INSERTED DETAIL,205951,Swiis Foster Care Ltd,51049861,R5822,Foster Care Payments - External,867.02,29/07/2016,People Group,
INSERTED DETAIL,100085,Swinnerton Trust Ltd t/a Manor Court Care Home,51052226,R5806,Residential Care (Adults),13558.39,11/07/2016,People Group,
INSERTED DETAIL,100085,Swinnerton Trust Ltd t/a Manor Court Care Home,51052226,R5806,Residential Care (Adults),1785.56,11/07/2016,People Group,
INSERTED DETAIL,100085,Swinnerton Trust Ltd t/a Manor Court Care Home,51052226,R5806,Residential Care (Adults),1822.12,11/07/2016,People Group,
INSERTED DETAIL,100085,Swinnerton Trust Ltd t/a Manor Court Care Home,51052226,R5806,Residential Care (Adults),3384.96,11/07/2016,People Group,
INSERTED DETAIL,100085,Swinnerton Trust Ltd t/a Manor Court Care Home,51052226,R5806,Residential Care (Adults),1652.48,11/07/2016,People Group,
INSERTED DETAIL,205953,Sycamore Counselling Service,51039157,R4410,Counselling Service,540.00,14/07/2016,People Group,
INSERTED DETAIL,231518,T B Gardening,51048436,R4035,Personal Requisites,895.00,01/07/2016,People Group,
INSERTED DETAIL,225176,T E Baker Tree Care,51031786,R5702,Payments to External Contractors,1400.00,01/07/2016,Communities,
INSERTED DETAIL,200400,T.N. Water Ltd t/a Aquaid (Midlands and South Wales),51042710,R2703,Hygiene Services,622.70,20/07/2016,Schools,
INSERTED DETAIL,226616,Tactical Hazmat Ltd,51033761,R1601,Training - External,2080.00,01/07/2016,Fire and Rescue,
INSERTED DETAIL,226616,Tactical Hazmat Ltd,51034119,R1601,Training - External,2080.00,06/07/2016,Fire and Rescue,
INSERTED DETAIL,207702,Tailby Brack Ltd T/A Cwikskip-,51061911,R2706,Refuse Collection / Waste Disposal,506.00,29/07/2016,Communities,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044295,R5810,Adult Day Care,1726.78,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044691,R5810,Adult Day Care,1860.44,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044686,R5853,Community Short Breaks,563.55,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044682,R5810,Adult Day Care,635.80,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044674,R5853,Community Short Breaks,512.98,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044664,R5810,Adult Day Care,986.21,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044656,R5810,Adult Day Care,704.44,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044355,R5853,Community Short Breaks,953.70,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044343,R5810,Adult Day Care,592.45,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044340,R5853,Community Short Breaks,505.75,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044335,R5810,Adult Day Care,1004.28,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044317,R5810,Adult Day Care,758.63,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044314,R5810,Adult Day Care,588.84,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044311,R5810,Adult Day Care,534.65,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044282,R5810,Adult Day Care,740.56,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044286,R5810,Adult Day Care,780.30,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044287,R5810,Adult Day Care,679.15,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044288,R5810,Adult Day Care,2366.19,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044290,R5810,Adult Day Care,1040.40,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044292,R5810,Adult Day Care,903.13,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044294,R5810,Adult Day Care,4111.03,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044297,R5810,Adult Day Care,2008.55,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044298,R5810,Adult Day Care,1477.51,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044300,R5810,Adult Day Care,1871.28,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044301,R5810,Adult Day Care,769.46,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044302,R5810,Adult Day Care,809.20,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044303,R5810,Adult Day Care,563.55,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51044304,R5810,Adult Day Care,2579.33,08/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055250,R5810,Adult Day Care,924.63,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055222,R5853,Community Short Breaks,1372.75,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055239,R5853,Community Short Breaks,671.93,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055263,R5853,Community Short Breaks,520.20,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055266,R5853,Community Short Breaks,1293.28,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055269,R5853,Community Short Breaks,599.68,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51055272,R5853,Community Short Breaks,708.05,19/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51061859,R5810,Adult Day Care,903.13,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51061863,R5810,Adult Day Care,614.13,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51061858,R5810,Adult Day Care,950.09,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51061860,R5853,Community Short Breaks,1535.31,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51061862,R5810,Adult Day Care,1181.29,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51060577,R5810,Adult Day Care,2232.53,28/07/2016,People Group,
INSERTED DETAIL,205995,Take A Break Warwickshire Ltd,51060594,R5810,Adult Day Care,903.13,28/07/2016,People Group,
INSERTED DETAIL,210092,TASC Software Solutions Ltd,51031826,R4512,Software,3492.30,01/07/2016,Resources,
INSERTED DETAIL,999982,TB Resort Operations Ltd,51049325,R4030,Materials,3254.07,06/07/2016,Other Services,
INSERTED DETAIL,206017,Teaching Personnel Ltd,51047023,R1101,Agency Staff Pay,567.00,15/07/2016,Schools,
INSERTED DETAIL,206018,Team Prevent UK Ltd,51058727,R4426,Medical Fees - Clients,1049.51,29/07/2016,Fire and Rescue,
INSERTED DETAIL,206018,Team Prevent UK Ltd,51058739,R4426,Medical Fees - Clients,1049.51,29/07/2016,Fire and Rescue,
INSERTED DETAIL,206022,Teddy Bear Corner Ltd (childcare ****9517),51041655,R6106,Private Providers - Early Years Funding,1930.50,04/07/2016,Communities,
INSERTED DETAIL,206022,Teddy Bear Corner Ltd (childcare ****9517),51061472,R6106,Private Providers - Early Years Funding,965.25,28/07/2016,Communities,
INSERTED DETAIL,206023,Teddy Bear Corner Ltd (school meals ****4459),51038451,R4104,Food Costs / Provisions,1453.60,13/07/2016,Schools,
INSERTED DETAIL,206023,Teddy Bear Corner Ltd (school meals ****4459),51038446,R4108,Universal Infant Free School Meals Charges,4333.20,13/07/2016,Schools,
INSERTED DETAIL,206025,Teddy Bears Preschool,51041677,R6106,Private Providers - Early Years Funding,8063.55,04/07/2016,Communities,
INSERTED DETAIL,206026,Teddy N Daisys Day Nursery  Ltd,51041660,R6106,Private Providers - Early Years Funding,1689.18,04/07/2016,Communities,
INSERTED DETAIL,206032,Telford Playschool,51041709,R6106,Private Providers - Early Years Funding,579.15,04/07/2016,Communities,
INSERTED DETAIL,207996,TES Global Ltd (Advertising**5434),51040782,R1701,Staff Advertising,1000.00,15/07/2016,Schools,
INSERTED DETAIL,206051,Tharstern Ltd,51056386,R4512,Software,699.00,28/07/2016,Resources,
INSERTED DETAIL,229673,Thatplayspace Ltd,51034627,R5802,Substitute Care,1558.50,06/07/2016,People Group,
INSERTED DETAIL,229673,Thatplayspace Ltd,51039556,R5802,Substitute Care,673.60,06/07/2016,People Group,
INSERTED DETAIL,229673,Thatplayspace Ltd,51034625,R5802,Substitute Care,1032.10,06/07/2016,People Group,
INSERTED DETAIL,229673,Thatplayspace Ltd,51034624,R5802,Substitute Care,735.60,06/07/2016,People Group,
INSERTED DETAIL,100000,The Abbeyfield Society,51052373,R5806,Residential Care (Adults),2135.28,11/07/2016,People Group,
INSERTED DETAIL,100000,The Abbeyfield Society,51052373,R5806,Residential Care (Adults),2015.60,11/07/2016,People Group,
INSERTED DETAIL,100000,The Abbeyfield Society,51052373,R5806,Residential Care (Adults),2220.44,11/07/2016,People Group,
INSERTED DETAIL,100000,The Abbeyfield Society,51052431,R5806,Residential Care (Adults),2380.00,11/07/2016,People Group,
INSERTED DETAIL,206058,The Adolescent and Childrens Trust,51056268,R5822,Foster Care Payments - External,3055.50,28/07/2016,People Group,
INSERTED DETAIL,206059,The Allsorts Club,51057379,R4914,Pupil Premium Expenditure extra support EXT,1683.20,22/07/2016,Schools,
INSERTED DETAIL,206067,The Blue Strawberry Kids Daycare Ltd,51041712,R6106,Private Providers - Early Years Funding,2413.12,04/07/2016,Communities,
INSERTED DETAIL,228974,The Brandon Trust,51044635,R5807,SLA Social Care Provision,38168.58,15/07/2016,People Group,
INSERTED DETAIL,228974,The Brandon Trust,51044618,R5807,SLA Social Care Provision,21199.51,15/07/2016,People Group,
INSERTED DETAIL,206072,The Bridge Pre-School,51041760,R6106,Private Providers - Early Years Funding,2331.45,04/07/2016,Communities,
INSERTED DETAIL,100350,The Broad Group Ltd,51052249,R5806,Residential Care (Adults),2983.69,11/07/2016,People Group,
INSERTED DETAIL,230199,The Burrow Nursery & Pre-school,51041753,R6106,Private Providers - Early Years Funding,868.72,04/07/2016,Communities,
INSERTED DETAIL,225157,The Caldecott Foundation Ltd,51034172,R5848,Residential Care (Children),18267.86,06/07/2016,People Group,
INSERTED DETAIL,225157,The Caldecott Foundation Ltd,51034148,R5848,Residential Care (Children),17678.57,06/07/2016,People Group,
INSERTED DETAIL,206078,The Care Bureau Ltd,51029057,R5805,Homecare - External Domiciliary (Adults),603.33,07/07/2016,People Group,
INSERTED DETAIL,213102,The Castle Medical Centre,51049761,R5809,Adult Social Care Contracts,5156.66,15/07/2016,People Group,
INSERTED DETAIL,213102,The Castle Medical Centre,51059147,R5702,Payments to External Contractors,500.10,29/07/2016,Communities,
INSERTED DETAIL,213102,The Castle Medical Centre,51059098,R5702,Payments to External Contractors,1519.05,29/07/2016,Communities,
INSERTED DETAIL,227861,The Chace Rest Home,51052474,R5806,Residential Care (Adults),2200.00,11/07/2016,People Group,
INSERTED DETAIL,999982,The Chain,51060876,R5501,Grants to Organisations & Voluntary Bodies,1880.00,28/07/2016,Communities,
INSERTED DETAIL,228623,The Children's Family Trust,51039016,R5822,Foster Care Payments - External,2683.20,14/07/2016,People Group,
INSERTED DETAIL,228623,The Children's Family Trust,51039017,R6104,Social Care - Section 17 Payments,5142.90,14/07/2016,People Group,
INSERTED DETAIL,206089,The Coleshill School Academy,51046038,R4701,Grants To External Organisations,3000.00,04/07/2016,Communities,
INSERTED DETAIL,206089,The Coleshill School Academy,51056609,R6107,SEN Statements Funding - Non-Maintained Schools,613.00,20/07/2016,Communities,
INSERTED DETAIL,206089,The Coleshill School Academy,51048186,R5604,Commissioned Works,20000.00,29/07/2016,Communities,
INSERTED DETAIL,206090,The College Nursery,51041670,R6106,Private Providers - Early Years Funding,3507.07,04/07/2016,Communities,
INSERTED DETAIL,218493,The Coombe House Partnership,51052476,R5806,Residential Care (Adults),2360.00,11/07/2016,People Group,
