,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50845315,R2401,Water Supply Metered,1696.04,25/06/2015,Schools,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50846130,R2402,Water Supply Rv,664.96,29/06/2015,Resources,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50846036,R2402,Water Supply Rv,1262.19,30/06/2015,Resources,
INSERTED DETAIL,205501,Severn Trent Water Ltd (****5790),50846141,R2402,Water Supply Rv,1470.88,30/06/2015,Resources,
INSERTED DETAIL,214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50841919,R4020,Fire Equipment Maintenance,874.27,18/06/2015,Fire and Rescue,
INSERTED DETAIL,214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50842222,R4020,Fire Equipment Maintenance,874.27,26/06/2015,Fire and Rescue,
INSERTED DETAIL,214019,Severn Trent Water Ltd (Fire Hydrants ****8498),50846306,C1050,External Fees,2692.58,29/06/2015,Capital,
INSERTED DETAIL,214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,50835794,R5604,Commissioned Works,39090.91,09/06/2015,People Group,
INSERTED DETAIL,214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,50837683,R5604,Commissioned Works,39090.91,30/06/2015,People Group,
INSERTED DETAIL,100394,Shakespeare House Rest Home,50839905,R5806,Residential Care (Adults),2120.00,15/06/2015,People Group,
INSERTED DETAIL,218647,Shapes Day Nursery Ltd,50842153,R6106,Private Providers - Early Years Funding,12264.85,22/06/2015,People Group,
INSERTED DETAIL,219865,Sharpe Pritchard LLP,50834510,R4443,Professional Fees Admin,1785.00,04/06/2015,Resources,
INSERTED DETAIL,211635,Shaw Healthcare (Group) Ltd (Red Hill Care Centre),50839889,R5806,Residential Care (Adults),1579.32,15/06/2015,People Group,
INSERTED DETAIL,100071,Shaw Healthcare (Hawthorns Nursing Home),50839775,R5806,Residential Care (Adults),3951.23,15/06/2015,People Group,
INSERTED DETAIL,999982,Sheiling Properties Ltd,50845413,R2012,Refund of Deposits,11250.00,25/06/2015,Communities,
INSERTED DETAIL,225107,SHENSTONE HALL,50839907,R5806,Residential Care (Adults),1844.00,18/06/2015,People Group,
INSERTED DETAIL,205523,Sherbourne Fields School,50829517,R6107,SEN Statements Funding - Non-Maintained Schools,5444.00,19/06/2015,People Group,
INSERTED DETAIL,224905,Sheridan Consult Ltd,50832648,R1101,Agency Staff Pay,20000.00,16/06/2015,People Group,
INSERTED DETAIL,205524,Sheridan Myers Management Services Llp,50836827,R5706,Payments to Third Parties - Recoverable Operating Expenditure,5613.63,11/06/2015,Resources,
INSERTED DETAIL,205524,Sheridan Myers Management Services Llp,50836826,R5706,Payments to Third Parties - Recoverable Operating Expenditure,570.00,11/06/2015,Resources,
INSERTED DETAIL,205524,Sheridan Myers Management Services Llp,50836825,R5706,Payments to Third Parties - Recoverable Operating Expenditure,7052.13,11/06/2015,Resources,
INSERTED DETAIL,205524,Sheridan Myers Management Services Llp,50836826,R5706,Payments to Third Parties - Recoverable Operating Expenditure,570.00,11/06/2015,Resources,
INSERTED DETAIL,223983,Shield On-Site Services Ltd,50841102,R2015,Asbestos Remedial Works (LA),712.50,25/06/2015,Resources,
INSERTED DETAIL,224415,Shipston Care Ltd,50830314,R5805,Homecare - External Domiciliary (Adults),630.00,09/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50830312,R5805,Homecare - External Domiciliary (Adults),630.00,09/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50830316,R5805,Homecare - External Domiciliary (Adults),729.00,09/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50837063,R5805,Homecare - External Domiciliary (Adults),2006.00,11/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50837533,R5805,Homecare - External Domiciliary (Adults),714.00,11/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50838191,R5805,Homecare - External Domiciliary (Adults),858.50,12/06/2015,People Group,
INSERTED DETAIL,224415,Shipston Care Ltd,50838190,R5805,Homecare - External Domiciliary (Adults),1147.50,12/06/2015,People Group,
INSERTED DETAIL,217434,Shipston High School Academy,50819208,C1030,"New Construction, Conversion & Renovation",175000.00,05/06/2015,Capital,
INSERTED DETAIL,217434,Shipston High School Academy,50836829,R2103,Electricity,718.30,11/06/2015,Resources,
INSERTED DETAIL,217434,Shipston High School Academy,50836829,R1101,Agency Staff Pay,1935.19,11/06/2015,Resources,
INSERTED DETAIL,217434,Shipston High School Academy,50836829,R4104,Food Costs / Provisions,2579.35,11/06/2015,Resources,
INSERTED DETAIL,217434,Shipston High School Academy,50838498,R6107,SEN Statements Funding - Non-Maintained Schools,948.00,15/06/2015,People Group,
INSERTED DETAIL,221166,Shipston Medical Centre,50845297,R5702,Payments to External Contractors,666.80,29/06/2015,Communities,
INSERTED DETAIL,221166,Shipston Medical Centre,50845298,R5702,Payments to External Contractors,699.44,29/06/2015,Communities,
INSERTED DETAIL,205531,Shipston Pre-School,50834645,R4606,Pre-School Teachers Flexible Payments,2900.00,05/06/2015,People Group,
INSERTED DETAIL,205531,Shipston Pre-School,50842071,R6106,Private Providers - Early Years Funding,6689.92,22/06/2015,People Group,
INSERTED DETAIL,227569,Shivam Nursing Home t/a Chaplin Care Ltd,50839908,R5806,Residential Care (Adults),2258.44,15/06/2015,People Group,
INSERTED DETAIL,205552,Sias Ltd,50831757,R1601,Training - External,833.33,02/06/2015,Communities,
INSERTED DETAIL,205558,Siemens Financial Services Ltd (****7074),50837544,R2292,Internal Expenditure - Rents/Leases/Hire Charges for Premises Recharge,529.79,11/06/2015,Fire and Rescue,
INSERTED DETAIL,205562,Siemens Plc  (Mobility Services****1941),50840601,R5702,Payments to External Contractors,1230.60,16/06/2015,Communities,
INSERTED DETAIL,205562,Siemens Plc  (Mobility Services****1941),50840618,R5702,Payments to External Contractors,1149.14,16/06/2015,Communities,
INSERTED DETAIL,205562,Siemens Plc  (Mobility Services****1941),50840600,R5702,Payments to External Contractors,2286.07,17/06/2015,Communities,
INSERTED DETAIL,205562,Siemens Plc  (Mobility Services****1941),50841682,C1050,External Fees,1086.21,17/06/2015,Capital,
INSERTED DETAIL,205562,Siemens Plc  (Mobility Services****1941),50841683,C1050,External Fees,12481.13,30/06/2015,Capital,
INSERTED DETAIL,999982,Silverbeck Rymer Solicitors,50832743,R4928,Casualty Insurance Claims,5510.00,04/06/2015,Other Services,
INSERTED DETAIL,223464,Simnir Ltd t/a Rocking Horse Kindergarten,50842164,R6106,Private Providers - Early Years Funding,28698.86,22/06/2015,People Group,
INSERTED DETAIL,227838,Simpro Ltd,50814265,R5703,Site Payments,4580.03,16/06/2015,Communities,
INSERTED DETAIL,227838,Simpro Ltd,50831189,R5703,Site Payments,6789.57,16/06/2015,Communities,
INSERTED DETAIL,227838,Simpro Ltd,50791593,R5703,Site Payments,2175.22,16/06/2015,Communities,
INSERTED DETAIL,227838,Simpro Ltd,50778012,R5703,Site Payments,1477.67,16/06/2015,Communities,
INSERTED DETAIL,100401,Sir Josiah Masons Trust Care Charity,50839656,R5806,Residential Care (Adults),1764.00,15/06/2015,People Group,
INSERTED DETAIL,100424,Sisters Hospitallers Sacred Heart Of Jesus,50839748,R5806,Residential Care (Adults),2260.00,15/06/2015,People Group,
INSERTED DETAIL,207708,SITA UK Ltd (****1388),50838659,R2754,Waste Management,12149.07,15/06/2015,Communities,
INSERTED DETAIL,207708,SITA UK Ltd (****1388),50838705,R2754,Waste Management,6025.19,15/06/2015,Communities,
INSERTED DETAIL,207708,SITA UK Ltd (****1388),50838704,R2754,Waste Management,4264.88,15/06/2015,Communities,
INSERTED DETAIL,205590,Skamps Pre-School,50842072,R6106,Private Providers - Early Years Funding,5577.78,25/06/2015,People Group,
INSERTED DETAIL,228886,Skills For Care,50841692,R4919,Special Facilities Reimbursements,570.22,26/06/2015,People Group,
INSERTED DETAIL,999982,Slater & Gordon (UK) LLP Manchester Client Account 2,50831047,R4928,Casualty Insurance Claims,3600.00,02/06/2015,Other Services,
INSERTED DETAIL,216534,SmartSourcing PLC,50821874,R1101,Agency Staff Pay,8460.00,04/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821770,R1101,Agency Staff Pay,1399.00,04/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821791,R1101,Agency Staff Pay,6170.25,05/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50826078,R4409,Consultancy,1748.75,05/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821878,R1101,Agency Staff Pay,4308.75,10/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821875,R1101,Agency Staff Pay,1003.00,10/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821876,R1101,Agency Staff Pay,1130.50,10/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50821877,R1101,Agency Staff Pay,1410.00,10/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50824035,R1101,Agency Staff Pay,5208.75,12/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50824036,R1101,Agency Staff Pay,1748.75,12/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50829945,R4409,Consultancy,1049.25,17/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50826375,R1101,Agency Staff Pay,510.00,17/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50826374,R1101,Agency Staff Pay,4560.50,17/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50826362,R1101,Agency Staff Pay,2393.75,17/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50826361,R1101,Agency Staff Pay,629.00,17/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50827175,R1101,Agency Staff Pay,5348.20,18/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50827174,R1101,Agency Staff Pay,2893.75,18/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50841685,R1101,Agency Staff Pay,784.89,18/06/2015,Resources,
INSERTED DETAIL,216534,SmartSourcing PLC,50827176,R1101,Agency Staff Pay,2273.25,18/06/2015,Resources,
INSERTED DETAIL,205622,Sneakers Childcare Ltd,50842073,R6106,Private Providers - Early Years Funding,10674.40,22/06/2015,People Group,
INSERTED DETAIL,205624,Snitterfield Nursery School,50834646,R4606,Pre-School Teachers Flexible Payments,940.00,05/06/2015,People Group,
INSERTED DETAIL,205624,Snitterfield Nursery School,50842074,R6106,Private Providers - Early Years Funding,8766.00,22/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50826023,R5822,Foster Care Payments - External,3323.51,01/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50827167,R5202,Childrens Payments to Other Local Authorities,3160.80,16/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50826024,R5822,Foster Care Payments - External,3266.16,16/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50840381,R5822,Foster Care Payments - External,5978.66,19/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50840382,R5822,Foster Care Payments - External,8100.12,19/06/2015,People Group,
INSERTED DETAIL,220088,Social Work Assessment Partners Ltd (S.W.A.P. Ltd) t/a Swap Foster Care,50840496,R5822,Foster Care Payments - External,3160.80,26/06/2015,People Group,
INSERTED DETAIL,100329,Solden Hill House Ltd,50839909,R5806,Residential Care (Adults),2171.72,15/06/2015,People Group,
INSERTED DETAIL,205637,Solihull Metropolitan Borough Council,50828746,R4919,Special Facilities Reimbursements,2060.00,12/06/2015,Communities,
INSERTED DETAIL,205637,Solihull Metropolitan Borough Council,50840574,R5810,Adult Day Care,1998.00,16/06/2015,People Group,
INSERTED DETAIL,205637,Solihull Metropolitan Borough Council,50840597,R5810,Adult Day Care,5130.00,17/06/2015,People Group,
INSERTED DETAIL,205637,Solihull Metropolitan Borough Council,50840573,R5810,Adult Day Care,2700.00,17/06/2015,People Group,
INSERTED DETAIL,205637,Solihull Metropolitan Borough Council,50843938,R4453,Events,600.00,22/06/2015,People Group,
INSERTED DETAIL,100051,Solor Care Group Ltd Part Of Voyage Ltd,50839967,R5806,Residential Care (Adults),15309.40,15/06/2015,People Group,
INSERTED DETAIL,226467,Somewhere House Ltd,50840928,R5835,Residential and Inpatient Services,675.00,30/06/2015,Communities,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831307,R1101,Agency Staff Pay,1333.34,01/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50830366,R1101,Agency Staff Pay,1333.34,01/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50839332,R1101,Agency Staff Pay,3999.98,15/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831308,R1101,Agency Staff Pay,2666.68,15/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831319,R1101,Agency Staff Pay,-1315.56,15/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831306,R1101,Agency Staff Pay,2666.68,15/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831318,R1101,Agency Staff Pay,-2631.12,15/06/2015,Resources,
INSERTED DETAIL,205826,Sopra Steria Recruitment Ltd,50831296,R1101,Agency Staff Pay,-2631.12,15/06/2015,Resources,
INSERTED DETAIL,224244,Souter Education Consultancy Ltd,50824183,R5604,Commissioned Works,4668.75,09/06/2015,People Group,
INSERTED DETAIL,225876,South Care Homes (Beverley Lodge Nursing Home),50839689,R5806,Residential Care (Adults),1996.00,15/06/2015,People Group,
INSERTED DETAIL,205655,South Staffordshire Water Plc,50845328,R2401,Water Supply Metered,2286.09,26/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50838097,R5702,Payments to External Contractors,7125.00,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50838096,R5702,Payments to External Contractors,44718.50,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50837633,R5702,Payments to External Contractors,143860.00,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50837632,R5702,Payments to External Contractors,2500.00,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50837631,R5702,Payments to External Contractors,200000.00,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50838099,R5702,Payments to External Contractors,15871.00,12/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50838098,R5702,Payments to External Contractors,12500.00,23/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50842905,R5702,Payments to External Contractors,500000.00,24/06/2015,Communities,
INSERTED DETAIL,210404,South Warwickshire NHS Foundation Trust,50842904,R5702,Payments to External Contractors,106289.25,24/06/2015,Communities,
INSERTED DETAIL,205668,Southam Primary Pre School Ltd,50842075,R6106,Private Providers - Early Years Funding,8800.34,22/06/2015,People Group,
INSERTED DETAIL,205675,Southern Electric (****1757),50830781,R2103,Electricity,1052.91,02/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50828979,R2103,Electricity,663.75,02/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50831719,R2103,Electricity,846.39,03/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50831817,R2103,Electricity,556.65,03/06/2015,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),50833930,R2103,Electricity,14443.96,04/06/2015,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),50833931,R2103,Electricity,64820.50,04/06/2015,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),50831305,R2103,Electricity,756.08,04/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50831376,R2103,Electricity,2067.41,04/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50834473,R2103,Electricity,1065.23,09/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50835143,R2103,Electricity,502.25,09/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50826433,R2103,Electricity,2307.58,09/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50835174,R2103,Electricity,766.29,10/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50837497,R2103,Electricity,742.13,11/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50836142,R2103,Electricity,4421.05,12/06/2015,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),50837482,R2103,Electricity,2813.80,12/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50837483,R2103,Electricity,13203.02,12/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50837545,R2103,Electricity,1891.56,12/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50839424,R2103,Electricity,837.99,15/06/2015,Resources,
INSERTED DETAIL,205675,Southern Electric (****1757),50838616,R2103,Electricity,721.69,15/06/2015,Communities,
INSERTED DETAIL,205675,Southern Electric (****1757),50839331,R2103,Electricity,1351.39,15/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50840979,R2103,Electricity,976.49,17/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50837957,R2103,Electricity,1931.28,18/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50841723,R2103,Electricity,620.91,18/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50831346,R2103,Electricity,2053.05,18/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50840787,R2103,Electricity,1693.18,19/06/2015,Schools,
INSERTED DETAIL,205675,Southern Electric (****1757),50842511,R2103,Electricity,1903.26,19/06/2015,Resources,
