organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071513500","4387","Elizabeth House","","Church Street","Stratford-Upon-Avon","CV37 6HX","OSGB36",420019,254718,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",89.90,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10001171934","2224","Coleshill Library & Information Centre","19a","Parkfield Road","Coleshill","B46 3LD","OSGB36",419971,289004,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",209.65,0.0000,"Leisure and culture",72,"To Follow","n/a","Not Currently Available",8989.86,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10023405692","5384","Saltisford Office Park","","Ansell Way","Warwick","CV34 4UL","OSGB36",427758,265413,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",8181.80,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",229078.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10013181215","5387","Riverside House","","Milverton Hill","Leamington Spa","CV32 5HZ","OSGB36",431256,265787,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",50.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100070141518","1287","Camp Hill Education Sports & Social (CHESS)","460","Cedar Road","Nuneaton","CV10 9DN","OSGB36",433562,292704,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",1333.21,0.0000,"Health and social care",58,"To Follow","n/a","Not Currently Available",64938.68,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071398991","2225","Kingsbury Primary School","","Bromage Avenue","Kingsbury","B78 2HW","OSGB36",421490,296700,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",2661.69,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",1009358.41,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10014038899","5389","Lillington Community and Children's Centre","","Mason Avenue","Lillington, Leamington Spa","CV32 7QE","OSGB36",433014,267158,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",589.37,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",12435.02,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10014036660","5394","Kenilworth Youth & Community Centre","","Abbey End","Kenilworth","CV8 1QJ","OSGB36",428791,271873,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",600.00,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",15545.87,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"n/a","2229","Land at Kingsbury Mill","","Coventry Road","Kingsbury","n/a","OSGB36",421648,295682,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","????","n/a","Land only",0.00,0.0000,"Licences, permits and permissions",82,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071495827","1298","St. Nicolas Parish Church Hall","Withheld","Withheld","Withheld","CV11","OSGB36",0,0,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Vacant","n/a","Land with a permanent building",4.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10001171425","2230","The Council House","","South Street","Atherstone","CV9 1DE","OSGB36",430903,297680,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Licence","Part Occupied by the Local Authority on a Licence","n/a","Land with a permanent building",533.12,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10007772991","1302","Warwickshire Justice Centre","","Vicarage Street","Nuneaton","CV11 4JU","OSGB36",436560,291816,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",0.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10001173783","2232","Kingsbury Outdoor Learning Centre","","Bodymoor Heath Lane","Bodymoor Heath, Kingsbury","B76 9JB","OSGB36",420243,296656,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",372.12,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",21880.86,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010513389","3288","Unit 5, 1 - 3 Upton Road","","Upton Road","New Bilton, Rugby","CV22 7DL","OSGB36",448913,275417,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",229.32,0.0000,"Transport and highways",105,"To Follow","n/a","Not Currently Available",5753.04,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10000229475","1311","Nuneaton Town Hall","","Coton Road","Nuneaton","CV11 5AA","OSGB36",436228,291686,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",34.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10001177089","2233","Lower House Farm Household Waste Recycling Centre","","Lower House Lane","Baddesley Ensor","CV9 2QA","OSGB36",426234,299016,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",2827.78,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100070220858","4402","7 Manor Road/1 Beech Close (Group Home)","Withheld","Withheld","Withheld","CV37","OSGB36",0,0,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Vacant","n/a","Land with a permanent building",240.79,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",48060.15,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10090528977","5405","Ridgeway School","","Deansway","Woodloes Park, Warwick","CV34 5DW","OSGB36",428223,266266,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",2793.17,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",221562.59,"Not Currently Available","E","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10024065305","4407","Badger Valley Childrens Centre","","Tilemans Lane","Shipston-On-Stour","CV36 4HP","OSGB36",425497,240999,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Ground Lease","Occupied by the Local Authority on a Ground Lease","n/a","Land with a permanent building",174.96,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",3146.53,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"n/a","5407","Hatton Station Car Park","","Station Road","Hatton, Shrewley","n/a","OSGB36",422471,266411,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land only",0.00,0.1100,"Transport and highways",105,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"n/a","5408","Land at Holloway Farm","","Wellesbourne Road","Wasperton","CV35 8EA","OSGB36",427276,259730,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land only",0.00,0.1446,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071510240","5409","St Michael's Hospital (WCC Mental Health Team)","","St Michaels Road","Saltisford, Warwick","CV34 5QW","OSGB36",427760,265660,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Occupied by the Local Authority","n/a","Land with a permanent building",0.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071362575","5410","Ashton House (WCC Mental Health Team)","15","George Street","Leamington Spa","CV31 1ET","OSGB36",432161,265352,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Occupied by the Local Authority","n/a","Land with a permanent building",0.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071505285","5411","Yew Tree House (WCC Mental Health Team)","87","Radford Road","Leamington Spa","CV31 1JQ","OSGB36",432645,265306,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Occupied by the Local Authority","n/a","Land with a permanent building",0.00,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
