organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001172533,2221,Little Stars Nursery (Foalyard Nurseries Ltd),,Old Farm Road,Mancetter,CV9 1QN,OSGB36,431959,296711,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,55.12,0,Education and learning,23,To Follow,n/a,Not Currently Available,1969.7,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,5373,St. Mary's Lodge Mental Health Resource Centre,12,St Marys Road,Leamington Spa,CV31 1JN,OSGB36,432678,265310,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10013182387,5374,Land at Warwick Parkway Railway Station,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 8RH,OSGB36,426504,265450,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land only,0,1.8922,Public transport,111,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007771839,1270,Eliot Park Innovation Centre,4,Barling Way,Nuneaton,CV10 7RH,OSGB36,435489,290247,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,4206.98,0,Transport and highways,105,To Follow,n/a,Not Currently Available,70607.48,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,5379,Warwick Hospital Social Work Team,,Lakin Road,Warwick,CV34 5BW,OSGB36,428524,265839,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2222,Kingsbury Clinic North Warks Community Health Tm,,Coventry Road,Kingsbury,B78 2LN,OSGB36,421699,296352,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1273,Riversley Park Resource Centre,,Coton Road,Nuneaton,CV11 5TY,OSGB36,436298,291307,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010504219,3276,Cawston Grange Primary School (Academy),,Scholars Drive,"Cawston, Rugby",CV22 7GU,OSGB36,447537,273946,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2625.81,0,Education and learning,23,To Follow,n/a,Not Currently Available,222117.53,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007780060,1275,Oak Wood Primary School (Academy),,Morris Drive,Nuneaton,CV11 4QH,OSGB36,436808,290334,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1808.32,0,Education and learning,23,To Follow,n/a,Not Currently Available,94727.07,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007773990,1276,Oak Wood Secondary School (Academy),,Morris Drive,Nuneaton,CV11 4QH,OSGB36,436756,290432,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,3973.42,0,Education and learning,23,To Follow,n/a,Not Currently Available,194402.04,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3277,Rugby Town Hall,,Evreux Way,Rugby,CV21 2RR,OSGB36,450217,275507,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Licence,Part Occupied by the Local Authority on a Licence,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007771834,1282,George Eliot Hospital NHS Trust,,College Street,Nuneaton,CV10 7DJ,OSGB36,435718,290585,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,300.78,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4387,Elizabeth House,,Church Street,Stratford-Upon-Avon,CV37 6HX,OSGB36,420019,254718,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,89.9,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001171934,2224,Coleshill Library & Information Centre,19a,Parkfield Road,Coleshill,B46 3LD,OSGB36,419971,289004,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,209.65,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,8989.86,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023405692,5384,Saltisford Office Park,,Ansell Way,Warwick,CV34 4UL,OSGB36,427758,265413,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,8181.8,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,229078,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023390608,4388,Stratford upon Avon Park and Ride  (4408 link),,Bishopton Lane,Bishopton,CV37 0RD,OSGB36,418649,256802,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,113.06,0,Parking,110,To Follow,n/a,Not Currently Available,32024.95,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100070000000,1287,Camp Hill Education Sports & Social (CHESS),460,Cedar Road,Nuneaton,CV10 9DN,OSGB36,433562,292704,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,1333.21,0,Health and social care,58,To Follow,n/a,Not Currently Available,65322.68,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2225,Kingsbury Primary School,,Bromage Avenue,Kingsbury,B78 2HW,OSGB36,421490,296700,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2661.69,0,Education and learning,23,To Follow,n/a,Not Currently Available,1182841.05,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10014038899,5389,Lillington Community and Children's Centre,,Mason Avenue,"Lillington, Leamington Spa",CV32 7QE,OSGB36,433014,267158,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,589.37,0,Education and learning,23,To Follow,n/a,Not Currently Available,15779.81,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10014036660,5394,Kenilworth Youth & Community Centre,,Abbey End,Kenilworth,CV8 1QJ,OSGB36,428791,271873,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,600,0,Education and learning,23,To Follow,n/a,Not Currently Available,15545.87,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,2229,Land at Kingsbury Mill,,Coventry Road,Kingsbury,n/a,OSGB36,421648,295682,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,????,n/a,Land only,0,0,"Licences, permits and permissions",82,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1298,St. Nicolas Parish Church Hall,Withheld,Withheld,Withheld,CV11,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land with a permanent building,4,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001171425,2230,The Council House,,South Street,Atherstone,CV9 1DE,OSGB36,430903,297680,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Licence,Part Occupied by the Local Authority on a Licence,n/a,Land with a permanent building,533.12,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007772991,1302,Warwickshire Justice Centre,,Vicarage Street,Nuneaton,CV11 4JU,OSGB36,436560,291816,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,0,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001173783,2232,Kingsbury WFRS Training & Development Centre,,Bodymoor Heath Lane,"Bodymoor Heath, Kingsbury",B76 9JB,OSGB36,420243,296656,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,534.59,0,Community safety,16,To Follow,n/a,Not Currently Available,21880.86,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010513389,3288,"Unit 5, 1 - 3 Upton Road",,Upton Road,"New Bilton, Rugby",CV22 7DL,OSGB36,448913,275417,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,229.32,0,Transport and highways,105,To Follow,n/a,Not Currently Available,9685.57,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000229475,1311,Nuneaton Town Hall,,Coton Road,Nuneaton,CV11 5AA,OSGB36,436228,291686,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,34,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001177089,2233,Lower House Farm Household Waste Recycling Centre,,Lower House Lane,Baddesley Ensor,CV9 2QA,OSGB36,426234,299016,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2827.78,0,Environmental protection,30,To Follow,n/a,Not Currently Available,20505.05,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
